index,cameraName,cameraIndexCode,gbIndexCode,channelNo,hlsUrl
251,b4配电房1,e6b7ffd0e46a4d59a4078e330942144c,42011101581314000091,15,http://111.4.138.205:18080/hls/e6b7ffd0e46a4d59a4078e330942144c/index.m3u8
252,b4配电房2,083ee28ce8964c4daa66b031c75fe115,42011101581314000092,16,http://111.4.138.205:18080/hls/083ee28ce8964c4daa66b031c75fe115/index.m3u8
253,b2配电房1,ee07b2dda0d44445ab85034fb1938847,42011101581314000093,17,http://111.4.138.205:18080/hls/ee07b2dda0d44445ab85034fb1938847/index.m3u8
254,b2配电房2,c33c794ebc1d46139ea73f9d2fcdd2ba,42011101581314000094,18,http://111.4.138.205:18080/hls/c33c794ebc1d46139ea73f9d2fcdd2ba/index.m3u8
255,b7配电房1,7003893ace524a1488f5c72baf823a91,42011101581314000095,19,http://111.4.138.205:18080/hls/7003893ace524a1488f5c72baf823a91/index.m3u8
256,b7配电房2,e071cf9fae9b4d598334e352b3208fb9,42011101581314000096,20,http://111.4.138.205:18080/hls/e071cf9fae9b4d598334e352b3208fb9/index.m3u8
257,b7水泵房2,8968b652116448238717eb0f67c575b4,42011101581314000097,21,http://111.4.138.205:18080/hls/8968b652116448238717eb0f67c575b4/index.m3u8
258,b7水泵房1,a9d33c7af755445ea156f46736a8476e,42011101581314000098,22,http://111.4.138.205:18080/hls/a9d33c7af755445ea156f46736a8476e/index.m3u8
259,b27配电房2,fa408570c09e4a46a3466746277559cb,42011101581314000099,23,http://111.4.138.205:18080/hls/fa408570c09e4a46a3466746277559cb/index.m3u8
260,b27配电房1,a48a25069e4447e8b0ed395691da89bf,42011101581314000100,24,http://111.4.138.205:18080/hls/a48a25069e4447e8b0ed395691da89bf/index.m3u8
261,b27消防泵房1,37c216a9a7584fbea9237d39a96a8889,42011101581314000101,25,http://111.4.138.205:18080/hls/37c216a9a7584fbea9237d39a96a8889/index.m3u8
262,b27消防泵房2,76dff5e538174946a4cd9dea1d90580b,42011101581314000102,26,http://111.4.138.205:18080/hls/76dff5e538174946a4cd9dea1d90580b/index.m3u8
263,b26配电房2,b43a1f6fb4634945a31bdcd0f8cce070,42011101581314000103,27,http://111.4.138.205:18080/hls/b43a1f6fb4634945a31bdcd0f8cce070/index.m3u8
264,b26配电房1,cb2c950275e74fad97a3d064d451a674,42011101581314000104,28,http://111.4.138.205:18080/hls/cb2c950275e74fad97a3d064d451a674/index.m3u8
265,a4水泵房1,0b61b495ea00479dbfe1b9f7831bacb7,42011101581314000105,29,http://111.4.138.205:18080/hls/0b61b495ea00479dbfe1b9f7831bacb7/index.m3u8
266,a4水泵房2,83947c3fff4743dab1ff1bcb0563a821,42011101581314000106,30,http://111.4.138.205:18080/hls/83947c3fff4743dab1ff1bcb0563a821/index.m3u8
267,a4配电房1,a4440dae874644688dbf3344e87545ce,42011101581314000107,31,http://111.4.138.205:18080/hls/a4440dae874644688dbf3344e87545ce/index.m3u8
268,a4配电房2,f018298af27948cfb95ff02cfdd230f3,42011101581314000108,32,http://111.4.138.205:18080/hls/f018298af27948cfb95ff02cfdd230f3/index.m3u8
269,a3水泵房1,41a373e7533a400ebd72cf2d2a22f487,42011101581314000109,33,http://111.4.138.205:18080/hls/41a373e7533a400ebd72cf2d2a22f487/index.m3u8
270,a3水泵房2,d4cbef188df9488d9d8b68cfcb054802,42011101581314000110,34,http://111.4.138.205:18080/hls/d4cbef188df9488d9d8b68cfcb054802/index.m3u8
271,a3配电房1,6c5ce27de569427f8ac2c0f30a54aa6f,42011101581314000111,35,http://111.4.138.205:18080/hls/6c5ce27de569427f8ac2c0f30a54aa6f/index.m3u8
272,a3配电房2,c8ce5bf664634003ade35b4371ebe8b6,42011101581314000112,36,http://111.4.138.205:18080/hls/c8ce5bf664634003ade35b4371ebe8b6/index.m3u8
273,a15配电房1,c847d60a48d545d7b9833b54ab622763,42011101581314000113,37,http://111.4.138.205:18080/hls/c847d60a48d545d7b9833b54ab622763/index.m3u8
274,a15配电房2,db1613d45be14547b0ccf0bfdba266ef,42011101581314000114,38,http://111.4.138.205:18080/hls/db1613d45be14547b0ccf0bfdba266ef/index.m3u8
275,a15水泵房1,b3ca41a018bf48ceb844a66bd634859f,42011101581314000115,39,http://111.4.138.205:18080/hls/b3ca41a018bf48ceb844a66bd634859f/index.m3u8
276,a15水泵房2,50ba76090c924e7daaaa581089f84e33,42011101581314000116,40,http://111.4.138.205:18080/hls/50ba76090c924e7daaaa581089f84e33/index.m3u8
277,b14水泵房1,f6650c49bfa04486b4f23fd59a9c1b0d,42011101581314000117,41,http://111.4.138.205:18080/hls/f6650c49bfa04486b4f23fd59a9c1b0d/index.m3u8
278,b14水泵房2,4fe1be7b8d9a418989378a83b93c6a69,42011101581314000118,42,http://111.4.138.205:18080/hls/4fe1be7b8d9a418989378a83b93c6a69/index.m3u8
279,a1配电房1,16b9e41e16864dc29e8958d8ab235205,42011101581314000119,43,http://111.4.138.205:18080/hls/16b9e41e16864dc29e8958d8ab235205/index.m3u8
280,a1配电房2,07ca22c2ac924a73990c39c982413009,42011101581314000120,44,http://111.4.138.205:18080/hls/07ca22c2ac924a73990c39c982413009/index.m3u8
281,a1消防泵房1,2aebe9fee4f4470c870c02862a59be94,42011101581314000121,45,http://111.4.138.205:18080/hls/2aebe9fee4f4470c870c02862a59be94/index.m3u8
282,a1消防泵房2,ab092ba1acc14c698891f4dda223e434,42011101581314000122,46,http://111.4.138.205:18080/hls/ab092ba1acc14c698891f4dda223e434/index.m3u8
283,办公室1,fae8f7a0af05483392a4eb891cb93648,42011101581314000123,47,http://111.4.138.205:18080/hls/fae8f7a0af05483392a4eb891cb93648/index.m3u8
284,办公室2,1e5a2d72834040fdb9fd802227ce8d3f,42011101581314000124,48,http://111.4.138.205:18080/hls/1e5a2d72834040fdb9fd802227ce8d3f/index.m3u8
285,监控中心,68758ee72d6e428baadd0b6adfd4f4c1,42011101581314000125,49,http://111.4.138.205:18080/hls/68758ee72d6e428baadd0b6adfd4f4c1/index.m3u8
286,南区消防泵房1,830eb6958ade47b89fef056245529605,42011101581314000013,1,http://111.4.138.205:18080/hls/830eb6958ade47b89fef056245529605/index.m3u8
287,南区消防泵房2,1034812e4fc8483a8f442f3294e9a516,42011101581314000014,2,http://111.4.138.205:18080/hls/1034812e4fc8483a8f442f3294e9a516/index.m3u8
288,南E区发电房1,2ec38379236349fd8c8239f488c2b542,42011101581314000015,3,http://111.4.138.205:18080/hls/2ec38379236349fd8c8239f488c2b542/index.m3u8
289,南E区3号配电房1,7280c63a806646b09cd3dede168b41ec,42011101581314000016,4,http://111.4.138.205:18080/hls/7280c63a806646b09cd3dede168b41ec/index.m3u8
290,南E区3号配电房2,b7ec2edccfa14bd08de85ebfa8f4d2c5,42011101581314000017,5,http://111.4.138.205:18080/hls/b7ec2edccfa14bd08de85ebfa8f4d2c5/index.m3u8
291,南E区1号配电房1,0a96114145a74f928c60a502c4335187,42011101581314000018,6,http://111.4.138.205:18080/hls/0a96114145a74f928c60a502c4335187/index.m3u8
292,F区消防泵房1,f98e490b9bbc47d5b15fb139004ee720,42011101581314000019,7,http://111.4.138.205:18080/hls/f98e490b9bbc47d5b15fb139004ee720/index.m3u8
293,F区消防泵房2,906412d0d17349db8acf82855ca53a8d,42011101581314000020,8,http://111.4.138.205:18080/hls/906412d0d17349db8acf82855ca53a8d/index.m3u8
294,F区1号水泵房1,ab46b20c37fe450ea59a00ddf4e0f4cd,42011101581314000021,9,http://111.4.138.205:18080/hls/ab46b20c37fe450ea59a00ddf4e0f4cd/index.m3u8
295,F区1号水泵房2,61a625edafe64f0c80871f0f8b025064,42011101581314000022,10,http://111.4.138.205:18080/hls/61a625edafe64f0c80871f0f8b025064/index.m3u8
296,F区1号配电房1,d5376e82690f484f8835a604ffb31278,42011101581314000023,11,http://111.4.138.205:18080/hls/d5376e82690f484f8835a604ffb31278/index.m3u8
297,F区1号配电房2,6abbba2c547248c3ad8a92bdf06546f6,42011101581314000024,12,http://111.4.138.205:18080/hls/6abbba2c547248c3ad8a92bdf06546f6/index.m3u8
298,F区3号配电房1,e7c290df8b6d4bf4b66f1d3976298505,42011101581314000025,13,http://111.4.138.205:18080/hls/e7c290df8b6d4bf4b66f1d3976298505/index.m3u8
299,F区3号配电房1,9c6909686a89446e870cc8ff1fbe0156,42011101581314000026,14,http://111.4.138.205:18080/hls/9c6909686a89446e870cc8ff1fbe0156/index.m3u8
300,F区2号配电房1,22f5a0971bc745af8acf1e92f2f09c5c,42011101581314000027,15,http://111.4.138.205:18080/hls/22f5a0971bc745af8acf1e92f2f09c5c/index.m3u8
301,F区2号配电房2,1244a4759e564ca0a514a4e1de238565,42011101581314000028,16,http://111.4.138.205:18080/hls/1244a4759e564ca0a514a4e1de238565/index.m3u8
302,F区2号配电房3,0901805ce6254125bf1f84872a488591,42011101581314000029,17,http://111.4.138.205:18080/hls/0901805ce6254125bf1f84872a488591/index.m3u8
303,F区2号水泵房1,9ffdb4774aed49caaeda17087ea2482f,42011101581314000030,18,http://111.4.138.205:18080/hls/9ffdb4774aed49caaeda17087ea2482f/index.m3u8
304,F区2号水泵房2,5fcd713e597f49f7bf0be2cd8738fe40,42011101581314000031,19,http://111.4.138.205:18080/hls/5fcd713e597f49f7bf0be2cd8738fe40/index.m3u8
305,F区5号配电房1,037ce40e5f954e33b2fb3d4fb344f999,42011101581314000032,20,http://111.4.138.205:18080/hls/037ce40e5f954e33b2fb3d4fb344f999/index.m3u8
306,F区5号配电房2,4b6dbf8d1e444e18a3479a68f02d71eb,42011101581314000033,21,http://111.4.138.205:18080/hls/4b6dbf8d1e444e18a3479a68f02d71eb/index.m3u8
307,F区4号配电房1,f78aa5f17b9c48c4aa20e0d319c9764c,42011101581314000034,22,http://111.4.138.205:18080/hls/f78aa5f17b9c48c4aa20e0d319c9764c/index.m3u8
308,F区4号配电房1,87a8a3a873e049e58b0bccb89ef1c290,42011101581314000035,23,http://111.4.138.205:18080/hls/87a8a3a873e049e58b0bccb89ef1c290/index.m3u8
309,F区6号配电房1,9b043c406cf846b19a6618c30110b3fc,42011101581314000036,24,http://111.4.138.205:18080/hls/9b043c406cf846b19a6618c30110b3fc/index.m3u8
310,F区6号配电房2,1be397fd52754d14b21fc686359da545,42011101581314000037,25,http://111.4.138.205:18080/hls/1be397fd52754d14b21fc686359da545/index.m3u8
311,A区水泵房,c7d274639f5b4662a493a0b970626cd0,42011101581314000038,26,http://111.4.138.205:18080/hls/c7d274639f5b4662a493a0b970626cd0/index.m3u8
312,A区配电房,f525db44aed6456c970030cf2f3ab762,42011101581314000039,27,http://111.4.138.205:18080/hls/f525db44aed6456c970030cf2f3ab762/index.m3u8
313,A区配电房2,597057f4852b4358bd977cbcf19672e6,42011101581314000040,28,http://111.4.138.205:18080/hls/597057f4852b4358bd977cbcf19672e6/index.m3u8
314,C座配电房,c62a720e6d8740b1a3aedf0f4560e5a5,42011101581314000041,29,http://111.4.138.205:18080/hls/c62a720e6d8740b1a3aedf0f4560e5a5/index.m3u8
315,C座配电房2,f16dda1bb14f499eb969f755e222e0fc,42011101581314000042,30,http://111.4.138.205:18080/hls/f16dda1bb14f499eb969f755e222e0fc/index.m3u8
316,C座水泵房1,c2543ff79a6a49e188b1ed5ac107d8eb,42011101581314000043,31,http://111.4.138.205:18080/hls/c2543ff79a6a49e188b1ed5ac107d8eb/index.m3u8
317,C座水泵房2,f1981ef6279d4ee3aa2074662415fb6d,42011101581314000044,32,http://111.4.138.205:18080/hls/f1981ef6279d4ee3aa2074662415fb6d/index.m3u8
318,中房E区发房1,23fe2ba560504179a5c11880212d3302,42011101581314000045,33,http://111.4.138.205:18080/hls/23fe2ba560504179a5c11880212d3302/index.m3u8
319,中房E区发房2,b657df54d650447384a7583a7c945f24,42011101581314000046,34,http://111.4.138.205:18080/hls/b657df54d650447384a7583a7c945f24/index.m3u8
320,中E区消防泵房1,bac4ac82238043d38f2a622736440381,42011101581314000047,35,http://111.4.138.205:18080/hls/bac4ac82238043d38f2a622736440381/index.m3u8
321,中E区3号配电房1,2107f4fbc4dc44c8a592958616616f9c,42011101581314000048,36,http://111.4.138.205:18080/hls/2107f4fbc4dc44c8a592958616616f9c/index.m3u8
322,中E区消防泵房2,fd680b5e5c6d4a21972747da4abb4b0f,42011101581314000049,37,http://111.4.138.205:18080/hls/fd680b5e5c6d4a21972747da4abb4b0f/index.m3u8
323,中E区3号配电房2,341227e965e240cfa6accd139c9276d7,42011101581314000050,38,http://111.4.138.205:18080/hls/341227e965e240cfa6accd139c9276d7/index.m3u8
324,中E区2号发电房,2262b4df7fd545fe8bca6046de9b0201,42011101581314000051,39,http://111.4.138.205:18080/hls/2262b4df7fd545fe8bca6046de9b0201/index.m3u8
325,中E区2号发房2,619e08be36504863aea8165ad57ffff8,42011101581314000052,40,http://111.4.138.205:18080/hls/619e08be36504863aea8165ad57ffff8/index.m3u8
326,中E区1号配电房1,b3687c2d6ae04a91b48324f6a40cf63c,42011101581314000053,41,http://111.4.138.205:18080/hls/b3687c2d6ae04a91b48324f6a40cf63c/index.m3u8
327,中E区1号配电房2,dae54fc892c54f66a3f88789b30225d3,42011101581314000054,42,http://111.4.138.205:18080/hls/dae54fc892c54f66a3f88789b30225d3/index.m3u8
328,中E区2号配电房1,689c7e1479084bd4ba9e6b3e425566fe,42011101581314000055,43,http://111.4.138.205:18080/hls/689c7e1479084bd4ba9e6b3e425566fe/index.m3u8
329,中E区2号配电房2,2132b985683544298d38988118318441,42011101581314000056,44,http://111.4.138.205:18080/hls/2132b985683544298d38988118318441/index.m3u8
330,中E区水泵房1,1f958ed90ea84c08b2586303e7b1f78d,42011101581314000057,45,http://111.4.138.205:18080/hls/1f958ed90ea84c08b2586303e7b1f78d/index.m3u8
331,中E区水泵房2,ea9dc45a9cc94f2bb30c2930e58700e8,42011101581314000058,46,http://111.4.138.205:18080/hls/ea9dc45a9cc94f2bb30c2930e58700e8/index.m3u8
332,f5水泵房1,3d9d67a5c52d4fecad1d632c9131309f,42011101581314000059,47,http://111.4.138.205:18080/hls/3d9d67a5c52d4fecad1d632c9131309f/index.m3u8
333,f5水泵房2,63bb0afb0f1b4874bc4caef51e550c4d,42011101581314000060,48,http://111.4.138.205:18080/hls/63bb0afb0f1b4874bc4caef51e550c4d/index.m3u8
334,运营中心1,837a9eeea83542deb9c0024b7d4812f1,42011101581314000061,49,http://111.4.138.205:18080/hls/837a9eeea83542deb9c0024b7d4812f1/index.m3u8
335,运营中心2,76295722e7a344d783d2c9f119d7a634,42011101581314000062,50,http://111.4.138.205:18080/hls/76295722e7a344d783d2c9f119d7a634/index.m3u8
336,物业办公室,16d77d06fa8a490e87ab5f59946956aa,42011101581314000198,22,http://111.4.138.205:18080/hls/16d77d06fa8a490e87ab5f59946956aa/index.m3u8
337,1F-物业大厅(右),63cf676add9443f98393caee91606aff,42011101581314000199,43,http://111.4.138.205:18080/hls/63cf676add9443f98393caee91606aff/index.m3u8
338,地下室-19消防泵房,51b7031b514b4895994f330dfacd66d1,42011101581314000189,19,http://111.4.138.205:18080/hls/51b7031b514b4895994f330dfacd66d1/index.m3u8
339,地下室-2,855a70b5ae9d4c14a33465220bc0e4f1,42011101581314000190,20,http://111.4.138.205:18080/hls/855a70b5ae9d4c14a33465220bc0e4f1/index.m3u8
340,地下室-12消防泵房,e0e4f182b11b4587a1d21d331988e5e0,42011101581314000191,21,http://111.4.138.205:18080/hls/e0e4f182b11b4587a1d21d331988e5e0/index.m3u8
341,地下室-4,9b8d805500084b9d81174a515334a586,42011101581314000192,22,http://111.4.138.205:18080/hls/9b8d805500084b9d81174a515334a586/index.m3u8
342,19号楼-西电梯,1817679676494d6a834b8e158e69466d,42011101581314000193,23,http://111.4.138.205:18080/hls/1817679676494d6a834b8e158e69466d/index.m3u8
343,19号楼-东电梯,459b47749c5046a29ce36ee6d1848b38,42011101581314000194,24,http://111.4.138.205:18080/hls/459b47749c5046a29ce36ee6d1848b38/index.m3u8
344,20#楼-天台,3e6675e87a01409a897885cfc17aa0ee,42011101581314000195,25,http://111.4.138.205:18080/hls/3e6675e87a01409a897885cfc17aa0ee/index.m3u8
345,西北门,e3f650e2fd7847e49c3c44b0a8344505,42011101581314000196,26,http://111.4.138.205:18080/hls/e3f650e2fd7847e49c3c44b0a8344505/index.m3u8
346,西北门道闸,ff4425a72612411a8732da9d0fa6329e,42011101581314000197,29,http://111.4.138.205:18080/hls/ff4425a72612411a8732da9d0fa6329e/index.m3u8
347,1-7配电房西墙中部东向摄像头,0828abb3723d4d159051db1a5fac1747,42011101581314000171,1,http://111.4.138.205:18080/hls/0828abb3723d4d159051db1a5fac1747/index.m3u8
348,1-7配电房南墙东部北向摄像头,889ef5cdd29c4a45b160b6150f10767d,42011101581314000172,2,http://111.4.138.205:18080/hls/889ef5cdd29c4a45b160b6150f10767d/index.m3u8
349,1-6配电房南墙中部北向摄像头,5224039870344ae0a7fe479e3e8fde61,42011101581314000173,3,http://111.4.138.205:18080/hls/5224039870344ae0a7fe479e3e8fde61/index.m3u8
350,1-6配电房南墙东南角北向摄像头,48061263202d4cb0a944abacbde0a24c,42011101581314000174,4,http://111.4.138.205:18080/hls/48061263202d4cb0a944abacbde0a24c/index.m3u8
351,1#水泵房北墙中部南向摄像头,51c986b9ba1146a1add61a109937008b,42011101581314000175,5,http://111.4.138.205:18080/hls/51c986b9ba1146a1add61a109937008b/index.m3u8
352,1#水泵房西南角东向摄像头,c8ccf07ddf574dd5bd69ccdd187b6b37,42011101581314000176,6,http://111.4.138.205:18080/hls/c8ccf07ddf574dd5bd69ccdd187b6b37/index.m3u8
353,4号工坊－1F电梯出口,b7a05a745aa9406e8b2bc584f1c8a928,42011101581314000177,7,http://111.4.138.205:18080/hls/b7a05a745aa9406e8b2bc584f1c8a928/index.m3u8
354,2-5#变配电房北面墙西部南向摄,ddb5ec268a8341a4868bbda7488e8237,42011101581314000178,8,http://111.4.138.205:18080/hls/ddb5ec268a8341a4868bbda7488e8237/index.m3u8
355,2-4#变配电房东面墙中部西向摄,e618d01598b54eccb2855a6f04e6e059,42011101581314000179,9,http://111.4.138.205:18080/hls/e618d01598b54eccb2855a6f04e6e059/index.m3u8
356,2-3配电房西南柱子东南向摄像头,add03cd169964aed879c306ddca10b66,42011101581314000180,10,http://111.4.138.205:18080/hls/add03cd169964aed879c306ddca10b66/index.m3u8
357,2-3配电房西墙中部东向摄像头,109e3e85ab584523b84a3b6ca46f0f28,42011101581314000181,11,http://111.4.138.205:18080/hls/109e3e85ab584523b84a3b6ca46f0f28/index.m3u8
358,2-5#变配电房东南角西向摄像头,2008fcacb1a942099377d31cdd71d97b,42011101581314000182,12,http://111.4.138.205:18080/hls/2008fcacb1a942099377d31cdd71d97b/index.m3u8
359,2-2配电房南墙中部北向摄像头,261f3b66662c4879a182d2a17e349d5f,42011101581314000183,13,http://111.4.138.205:18080/hls/261f3b66662c4879a182d2a17e349d5f/index.m3u8
360,2-1配电房1号摄像头,e050e527b416409b9b601146b930a4c7,42011101581314000184,14,http://111.4.138.205:18080/hls/e050e527b416409b9b601146b930a4c7/index.m3u8
361,2-1配电房2号摄像头,9c594758cafe4dc6962735a8846e168a,42011101581314000185,15,http://111.4.138.205:18080/hls/9c594758cafe4dc6962735a8846e168a/index.m3u8
362,2-1配电房,7103c94e46e24ab0ba57899080712d3d,42011101581314000186,16,http://111.4.138.205:18080/hls/7103c94e46e24ab0ba57899080712d3d/index.m3u8
363,D座配电房2,6b3fc29ecabd41adbe1f939ce6bb1a1e,42011101581314000063,42,http://111.4.138.205:18080/hls/6b3fc29ecabd41adbe1f939ce6bb1a1e/index.m3u8
364,C4高压房1,86e923b1331d4d4d82bb7d00627e8913,42011101581314000064,43,http://111.4.138.205:18080/hls/86e923b1331d4d4d82bb7d00627e8913/index.m3u8
365,C4高压房2,d64d75bfad514d9fb8454f71de496d09,42011101581314000065,44,http://111.4.138.205:18080/hls/d64d75bfad514d9fb8454f71de496d09/index.m3u8
366,C4低压房2,f5c3c77ed59d46b0b90182bb4cc5772f,42011101581314000066,45,http://111.4.138.205:18080/hls/f5c3c77ed59d46b0b90182bb4cc5772f/index.m3u8
367,C4低压房1,10181678cdb84b848ae7304cfa67db5c,42011101581314000067,46,http://111.4.138.205:18080/hls/10181678cdb84b848ae7304cfa67db5c/index.m3u8
368,3期水泵房2,9ae980a544974d73846feb821d69e72d,42011101581314000068,47,http://111.4.138.205:18080/hls/9ae980a544974d73846feb821d69e72d/index.m3u8
369,3期水泵房1,a43cd612c56f457bb4db758d6fa6501b,42011101581314000069,48,http://111.4.138.205:18080/hls/a43cd612c56f457bb4db758d6fa6501b/index.m3u8
370,3期发电房1,cba289d2a5764cb290d9dbcffcf15c73,42011101581314000070,49,http://111.4.138.205:18080/hls/cba289d2a5764cb290d9dbcffcf15c73/index.m3u8
371,3期发电房2,ee8d5ca12c3949aa9ae1a3abdbb967cb,42011101581314000071,50,http://111.4.138.205:18080/hls/ee8d5ca12c3949aa9ae1a3abdbb967cb/index.m3u8
372,4期配电房1,ab5350e52eab4d4c827320e3c82c1d49,42011101581314000072,51,http://111.4.138.205:18080/hls/ab5350e52eab4d4c827320e3c82c1d49/index.m3u8
373,4期配电房2,65dfebe7e0ee410993ffb5e86e2a49e1,42011101581314000073,52,http://111.4.138.205:18080/hls/65dfebe7e0ee410993ffb5e86e2a49e1/index.m3u8
374,C5配电房1,16f17a9a760842a6af3ab45679074c42,42011101581314000074,53,http://111.4.138.205:18080/hls/16f17a9a760842a6af3ab45679074c42/index.m3u8
375,D座配电房1,37342c95353746f2a87cfb910451cdde,42011101581314000075,54,http://111.4.138.205:18080/hls/37342c95353746f2a87cfb910451cdde/index.m3u8
376,C5配电房2,f96e34987dd0429f876fc742a44305c4,42011101581314000076,55,http://111.4.138.205:18080/hls/f96e34987dd0429f876fc742a44305c4/index.m3u8
